ticket_id,text,category,priority,sentiment,channel,customer_tier,product,country,created_at,clean_text,text_len
TKT009698,Cannot login to my account Thank you.,account,P3,neutral,phone,pro,Product_A,Canada,2024-08-08,cannot login to my account thank you,36
TKT035210,Website not loading properly ASAP please.,technical,P3,positive,chat,enterprise,Product_A,USA,2024-07-15,website not loading properly asap please,40
TKT012067,Delivery is delayed ASAP please.,delivery,P1,negative,email,pro,Product_B,Canada,2024-11-17,delivery is delayed asap please,31
TKT038734,Forgot password Not satisfied.,account,P3,neutral,chat,enterprise,Product_B,Germany,2024-11-06,forgot password not satisfied,29
TKT004910,Unable to reset my password I am disappointed.,technical,P3,neutral,phone,free,Product_B,Germany,2024-10-08,unable to reset my password i am disappointed,45
TKT033860,Need more information about product I am disappointed.,general,P3,negative,email,free,Product_C,Germany,2024-07-16,need more information about product i am disappointed,53
TKT015362,Need to change email,account,P1,positive,phone,free,Product_C,India,2024-08-21,need to change email,20
TKT039999,Order tracking not updating Thank you.,delivery,P3,negative,phone,enterprise,Product_C,UK,2024-06-01,order tracking not updating thank you,37
TKT043523,How does this feature work? I am disappointed.,general,P1,neutral,chat,pro,Product_B,India,2024-09-19,how does this feature work i am disappointed,44
TKT039121,My invoice amount is incorrect I am disappointed.,billing,P2,negative,phone,free,Product_B,India,2024-08-31,my invoice amount is incorrect i am disappointed,48
TKT047395,Requesting refund immediately This is very frustrating.,refund,P3,negative,chat,pro,Product_C,USA,2024-12-28,requesting refund immediately this is very frustrating,54
TKT041966,Account locked This is very frustrating.,account,P1,negative,chat,pro,Product_A,USA,2024-12-22,account locked this is very frustrating,39
TKT001974,Package missing Very happy with support.,delivery,P1,negative,phone,pro,Product_C,India,2024-11-30,package missing very happy with support,39
TKT044911,Why was extra tax added? Kindly resolve this.,billing,P2,negative,email,pro,Product_B,India,2024-05-25,why was extra tax added kindly resolve this,43
TKT032501,When will my refund arrive?,refund,P1,neutral,email,free,Product_A,Germany,2024-05-23,when will my refund arrive,26
TKT011541,Need to change email ASAP please.,account,P2,positive,chat,enterprise,Product_C,India,2024-12-08,need to change email asap please,32
TKT006722,Account locked This is very frustrating.,account,P3,negative,chat,free,Product_C,Germany,2024-11-19,account locked this is very frustrating,39
TKT014869,Received wrong product Please help urgently.,delivery,P2,neutral,email,enterprise,Product_B,India,2024-12-31,received wrong product please help urgently,43
TKT037900,General inquiry ASAP please.,general,P1,negative,chat,pro,Product_C,Germany,2024-01-05,general inquiry asap please,27
TKT001153,Order tracking not updating ASAP please.,delivery,P2,negative,email,enterprise,Product_A,UK,2024-10-26,order tracking not updating asap please,39
TKT040710,Feature not working correctly,technical,P3,positive,phone,enterprise,Product_A,India,2024-02-10,feature not working correctly,29
TKT014903,Forgot password Please help urgently.,account,P1,positive,phone,pro,Product_A,UK,2024-06-21,forgot password please help urgently,36
TKT041500,Unexpected charge on my card I am disappointed.,billing,P2,negative,email,enterprise,Product_B,Germany,2024-07-28,unexpected charge on my card i am disappointed,46
TKT032037,Feature not working correctly Thank you.,technical,P0,negative,phone,free,Product_B,USA,2024-07-04,feature not working correctly thank you,39
TKT034596,Need help understanding pricing Thank you.,general,P1,negative,phone,free,Product_A,Canada,2024-08-11,need help understanding pricing thank you,41
TKT044958,My package has not arrived yet I am disappointed.,delivery,P1,negative,phone,enterprise,Product_B,India,2024-05-17,my package has not arrived yet i am disappointed,48
TKT018829,I was charged twice for my subscription I am disappointed.,billing,P1,negative,chat,free,Product_C,Canada,2024-10-14,i was charged twice for my subscription i am disappointed,57
TKT027125,Order tracking not updating I am disappointed.,delivery,P3,positive,phone,enterprise,Product_C,Canada,2024-07-09,order tracking not updating i am disappointed,45
TKT015581,Need to change email Kindly resolve this.,account,P1,positive,chat,enterprise,Product_A,USA,2024-12-01,need to change email kindly resolve this,40
TKT020958,Do you offer discounts?,general,P1,positive,chat,enterprise,Product_C,Canada,2024-01-11,do you offer discounts,22
TKT021420,I was charged twice for my subscription Kindly resolve this.,billing,P3,negative,email,free,Product_A,UK,2024-10-07,i was charged twice for my subscription kindly resolve this,59
TKT027294,App keeps crashing when I login Not satisfied.,technical,P2,negative,email,pro,Product_B,India,2024-07-04,app keeps crashing when i login not satisfied,45
TKT037187,Delivery is delayed Not satisfied.,delivery,P2,neutral,chat,enterprise,Product_A,India,2024-06-03,delivery is delayed not satisfied,33
TKT042472,Why was extra tax added? ASAP please.,billing,P2,negative,phone,enterprise,Product_B,Canada,2024-05-02,why was extra tax added asap please,35
TKT037987,When will my refund arrive? Please help urgently.,refund,P3,negative,email,pro,Product_A,Germany,2024-08-30,when will my refund arrive please help urgently,47
TKT035409,Do you offer discounts? This is very frustrating.,general,P2,negative,email,pro,Product_C,Germany,2024-12-12,do you offer discounts this is very frustrating,47
TKT037636,Website not loading properly Kindly resolve this.,technical,P1,negative,chat,enterprise,Product_C,Canada,2024-07-14,website not loading properly kindly resolve this,48
TKT025977,My package has not arrived yet ASAP please.,delivery,P1,negative,email,enterprise,Product_B,India,2024-03-28,my package has not arrived yet asap please,42
TKT000349,Unexpected charge on my card Thank you.,billing,P2,negative,chat,pro,Product_C,Germany,2024-01-27,unexpected charge on my card thank you,38
TKT037684,Need more information about product This is very frustrating.,general,P3,negative,phone,free,Product_B,UK,2024-01-13,need more information about product this is very frustrating,60
TKT000545,Delivery is delayed ASAP please.,delivery,P2,positive,chat,enterprise,Product_B,UK,2024-07-07,delivery is delayed asap please,31
TKT046075,Refund amount incorrect Kindly resolve this.,refund,P3,negative,phone,enterprise,Product_A,Canada,2024-07-19,refund amount incorrect kindly resolve this,43
TKT022963,Need more information about product Kindly resolve this.,general,P0,negative,chat,pro,Product_A,Canada,2024-01-25,need more information about product kindly resolve this,55
TKT045224,Forgot password Kindly resolve this.,account,P0,neutral,email,pro,Product_A,UK,2024-07-22,forgot password kindly resolve this,35
TKT009691,My package has not arrived yet I am disappointed.,delivery,P2,positive,phone,enterprise,Product_C,India,2024-07-20,my package has not arrived yet i am disappointed,48
TKT000665,My invoice amount is incorrect This is very frustrating.,billing,P3,neutral,email,pro,Product_A,USA,2024-09-20,my invoice amount is incorrect this is very frustrating,55
TKT044273,I was charged twice for my subscription,billing,P3,positive,email,enterprise,Product_A,USA,2024-01-19,i was charged twice for my subscription,39
TKT008558,My invoice amount is incorrect Please help urgently.,billing,P1,negative,email,enterprise,Product_A,Germany,2024-05-30,my invoice amount is incorrect please help urgently,51
TKT012401,Why was extra tax added? I am disappointed.,billing,P3,positive,email,pro,Product_A,India,2024-12-20,why was extra tax added i am disappointed,41
TKT014660,Received wrong product Thank you.,delivery,P3,neutral,chat,free,Product_A,Germany,2024-08-22,received wrong product thank you,32
TKT002343,Cannot login to my account Please help urgently.,account,P0,negative,chat,free,Product_C,UK,2024-02-21,cannot login to my account please help urgently,47
TKT023633,Refund not processed yet Not satisfied.,refund,P2,negative,phone,enterprise,Product_A,India,2024-11-23,refund not processed yet not satisfied,38
TKT032418,Unable to reset my password Kindly resolve this.,technical,P2,negative,chat,free,Product_C,India,2024-07-09,unable to reset my password kindly resolve this,47
TKT039914,My invoice amount is incorrect This is very frustrating.,billing,P2,negative,phone,pro,Product_A,Germany,2024-12-25,my invoice amount is incorrect this is very frustrating,55
TKT040581,Need to change email Thank you.,account,P2,positive,email,free,Product_A,India,2024-05-15,need to change email thank you,30
TKT026713,Delivery is delayed Please help urgently.,delivery,P2,neutral,email,pro,Product_B,India,2024-05-22,delivery is delayed please help urgently,40
TKT030567,Delivery is delayed Thank you.,delivery,P1,negative,phone,free,Product_B,Germany,2024-06-12,delivery is delayed thank you,29
TKT011871,My package has not arrived yet Not satisfied.,delivery,P1,negative,email,pro,Product_C,Canada,2024-09-28,my package has not arrived yet not satisfied,44
TKT027591,How does this feature work? ASAP please.,general,P2,neutral,chat,enterprise,Product_B,India,2024-07-23,how does this feature work asap please,38
TKT019017,Website not loading properly Not satisfied.,technical,P3,neutral,chat,free,Product_A,India,2024-07-13,website not loading properly not satisfied,42
TKT013134,I was charged twice for my subscription This is very frustrating.,billing,P3,negative,chat,enterprise,Product_A,India,2024-03-02,i was charged twice for my subscription this is very frustrating,64
TKT027647,Account locked Please help urgently.,account,P3,neutral,phone,pro,Product_C,Germany,2024-01-08,account locked please help urgently,35
TKT042929,Need more information about product Kindly resolve this.,general,P2,positive,chat,free,Product_C,Canada,2024-02-01,need more information about product kindly resolve this,55
TKT049561,App keeps crashing when I login I am disappointed.,technical,P0,negative,email,free,Product_B,Germany,2024-07-09,app keeps crashing when i login i am disappointed,49
TKT021327,Requesting refund immediately This is very frustrating.,refund,P2,negative,chat,free,Product_B,UK,2024-09-20,requesting refund immediately this is very frustrating,54
TKT026096,Requesting refund immediately This is very frustrating.,refund,P2,neutral,chat,pro,Product_B,India,2024-02-24,requesting refund immediately this is very frustrating,54
TKT007967,When will my refund arrive? This is very frustrating.,refund,P0,negative,chat,enterprise,Product_B,Germany,2024-07-06,when will my refund arrive this is very frustrating,51
TKT010957,Requesting refund immediately Very happy with support.,refund,P2,neutral,chat,pro,Product_C,Germany,2024-11-20,requesting refund immediately very happy with support,53
TKT044822,Need more information about product This is very frustrating.,general,P1,negative,phone,enterprise,Product_A,Germany,2024-08-12,need more information about product this is very frustrating,60
TKT041350,Refund amount incorrect ASAP please.,refund,P3,positive,email,pro,Product_B,Canada,2024-08-26,refund amount incorrect asap please,35
TKT044455,Received wrong product Kindly resolve this.,delivery,P1,neutral,phone,free,Product_B,USA,2024-03-10,received wrong product kindly resolve this,42
TKT002219,Account access issue,account,P1,positive,email,enterprise,Product_C,USA,2024-09-18,account access issue,20
TKT038659,I want a refund for my order Not satisfied.,refund,P3,neutral,chat,pro,Product_C,Canada,2024-12-29,i want a refund for my order not satisfied,42
TKT046883,Unexpected charge on my card This is very frustrating.,billing,P3,negative,email,enterprise,Product_C,UK,2024-12-25,unexpected charge on my card this is very frustrating,53
TKT000271,Delivery is delayed This is very frustrating.,delivery,P2,negative,phone,free,Product_B,Germany,2024-06-14,delivery is delayed this is very frustrating,44
TKT042359,Forgot password I am disappointed.,account,P2,negative,email,pro,Product_C,USA,2024-04-08,forgot password i am disappointed,33
TKT029117,Need to change email I am disappointed.,account,P2,neutral,chat,enterprise,Product_C,Canada,2024-04-24,need to change email i am disappointed,38
TKT044553,How does this feature work? Thank you.,general,P2,neutral,chat,pro,Product_C,India,2024-03-01,how does this feature work thank you,36
TKT019647,Getting server error Thank you.,technical,P2,negative,chat,enterprise,Product_C,UK,2024-03-12,getting server error thank you,30
TKT024423,Website not loading properly,technical,P2,negative,email,pro,Product_C,USA,2024-07-28,website not loading properly,28
TKT030470,Order tracking not updating This is very frustrating.,delivery,P2,negative,chat,pro,Product_C,Canada,2024-01-16,order tracking not updating this is very frustrating,52
TKT048469,General inquiry Not satisfied.,general,P2,positive,phone,free,Product_C,UK,2024-12-17,general inquiry not satisfied,29
TKT023634,Account locked Not satisfied.,account,P2,neutral,email,free,Product_C,Canada,2024-11-17,account locked not satisfied,28
TKT012484,My invoice amount is incorrect This is very frustrating.,billing,P2,negative,email,pro,Product_A,India,2024-02-02,my invoice amount is incorrect this is very frustrating,55
TKT026020,App keeps crashing when I login Very happy with support.,technical,P3,neutral,phone,enterprise,Product_A,India,2024-11-25,app keeps crashing when i login very happy with support,55
TKT012295,Need more information about product This is very frustrating.,general,P2,negative,chat,pro,Product_C,Germany,2024-12-09,need more information about product this is very frustrating,60
TKT023128,I was charged twice for my subscription,billing,P1,negative,email,pro,Product_A,USA,2024-11-17,i was charged twice for my subscription,39
TKT021087,My package has not arrived yet This is very frustrating.,delivery,P2,negative,phone,free,Product_C,Canada,2024-01-10,my package has not arrived yet this is very frustrating,55
TKT031722,Do you offer discounts? Thank you.,general,P3,positive,chat,pro,Product_C,India,2024-03-28,do you offer discounts thank you,32
TKT036036,How does this feature work? Please help urgently.,general,P3,negative,phone,pro,Product_B,Canada,2024-08-11,how does this feature work please help urgently,47
TKT038726,Account locked Kindly resolve this.,account,P2,neutral,email,pro,Product_C,Germany,2024-08-22,account locked kindly resolve this,34
TKT022769,My package has not arrived yet Kindly resolve this.,delivery,P2,negative,email,pro,Product_A,Canada,2024-10-10,my package has not arrived yet kindly resolve this,50
TKT039905,Need to change email Kindly resolve this.,account,P0,negative,phone,enterprise,Product_B,Canada,2024-01-22,need to change email kindly resolve this,40
TKT027197,Do you offer discounts? This is very frustrating.,general,P0,negative,chat,enterprise,Product_A,India,2024-10-15,do you offer discounts this is very frustrating,47
TKT032403,Website not loading properly,technical,P1,positive,phone,free,Product_C,Canada,2024-01-09,website not loading properly,28
TKT014700,How does this feature work? Please help urgently.,general,P2,negative,email,pro,Product_C,India,2024-10-16,how does this feature work please help urgently,47
TKT021284,App keeps crashing when I login ASAP please.,technical,P3,negative,phone,enterprise,Product_B,Canada,2024-10-27,app keeps crashing when i login asap please,43
TKT012528,Cannot login to my account Please help urgently.,account,P2,positive,phone,free,Product_C,Germany,2024-02-08,cannot login to my account please help urgently,47
TKT012508,Refund amount incorrect Not satisfied.,refund,P2,positive,chat,pro,Product_C,Germany,2024-09-08,refund amount incorrect not satisfied,37
TKT007149,Refund amount incorrect Very happy with support.,refund,P3,neutral,email,enterprise,Product_A,Germany,2024-09-28,refund amount incorrect very happy with support,47
TKT003119,My invoice amount is incorrect Kindly resolve this.,billing,P3,positive,phone,enterprise,Product_C,Canada,2024-06-10,my invoice amount is incorrect kindly resolve this,50
TKT035807,Feature not working correctly This is very frustrating.,technical,P2,negative,email,enterprise,Product_C,Germany,2024-12-14,feature not working correctly this is very frustrating,54
TKT020568,When will my refund arrive? ASAP please.,refund,P2,neutral,chat,pro,Product_C,Canada,2024-01-18,when will my refund arrive asap please,38
TKT008901,Account access issue Not satisfied.,account,P1,negative,phone,free,Product_A,UK,2024-06-01,account access issue not satisfied,34
TKT035925,Billing error on last payment Please help urgently.,billing,P2,neutral,chat,pro,Product_A,UK,2024-12-24,billing error on last payment please help urgently,50
TKT044322,Requesting refund immediately ASAP please.,refund,P3,negative,phone,enterprise,Product_B,Germany,2024-12-03,requesting refund immediately asap please,41
TKT024132,Need help understanding pricing Kindly resolve this.,general,P2,positive,email,free,Product_C,India,2024-03-13,need help understanding pricing kindly resolve this,51
TKT025625,Billing error on last payment Kindly resolve this.,billing,P3,positive,chat,pro,Product_A,Germany,2024-03-18,billing error on last payment kindly resolve this,49
TKT016321,Getting server error Very happy with support.,technical,P2,neutral,chat,free,Product_A,India,2024-01-08,getting server error very happy with support,44
TKT018295,Refund not processed yet I am disappointed.,refund,P2,negative,email,free,Product_A,USA,2024-11-28,refund not processed yet i am disappointed,42
TKT039422,Account locked Please help urgently.,account,P2,negative,chat,free,Product_A,UK,2024-09-09,account locked please help urgently,35
TKT045473,Need to change email Kindly resolve this.,account,P0,negative,chat,enterprise,Product_A,USA,2024-04-16,need to change email kindly resolve this,40
TKT012598,Delivery is delayed,delivery,P2,negative,email,pro,Product_C,UK,2024-04-27,delivery is delayed,19
TKT023482,Feature not working correctly Please help urgently.,technical,P3,positive,phone,enterprise,Product_A,Canada,2024-04-24,feature not working correctly please help urgently,50
TKT034508,Refund amount incorrect,refund,P0,negative,chat,free,Product_B,India,2024-07-05,refund amount incorrect,23
TKT004928,My package has not arrived yet This is very frustrating.,delivery,P2,negative,phone,free,Product_B,USA,2024-02-15,my package has not arrived yet this is very frustrating,55
TKT041577,Getting server error,technical,P3,neutral,email,free,Product_A,Canada,2024-06-23,getting server error,20
TKT010220,Need to change email Please help urgently.,account,P1,negative,email,enterprise,Product_A,USA,2024-09-04,need to change email please help urgently,41
TKT030789,Unable to reset my password ASAP please.,technical,P3,negative,email,free,Product_C,Germany,2024-01-19,unable to reset my password asap please,39
TKT049027,Received wrong product Please help urgently.,delivery,P3,negative,phone,free,Product_C,Canada,2024-02-12,received wrong product please help urgently,43
TKT000616,Account access issue ASAP please.,account,P0,negative,phone,pro,Product_C,Germany,2024-12-25,account access issue asap please,32
TKT026530,Website not loading properly ASAP please.,technical,P3,positive,chat,enterprise,Product_A,Canada,2024-03-30,website not loading properly asap please,40
TKT038580,Delivery is delayed Not satisfied.,delivery,P1,neutral,chat,pro,Product_C,India,2024-07-07,delivery is delayed not satisfied,33
TKT030934,Need help understanding pricing ASAP please.,general,P2,negative,email,enterprise,Product_C,UK,2024-09-09,need help understanding pricing asap please,43
TKT013941,Billing error on last payment,billing,P3,positive,phone,free,Product_A,Germany,2024-01-06,billing error on last payment,29
TKT002102,Delivery is delayed Kindly resolve this.,delivery,P2,negative,email,pro,Product_A,Canada,2024-03-13,delivery is delayed kindly resolve this,39
TKT026503,General inquiry Kindly resolve this.,general,P0,negative,email,enterprise,Product_B,UK,2024-04-16,general inquiry kindly resolve this,35
TKT019116,When will my refund arrive? This is very frustrating.,refund,P3,negative,chat,free,Product_B,USA,2024-03-13,when will my refund arrive this is very frustrating,51
TKT044139,How does this feature work? Please help urgently.,general,P1,negative,chat,enterprise,Product_C,Germany,2024-01-31,how does this feature work please help urgently,47
TKT024023,Account locked I am disappointed.,account,P2,positive,phone,free,Product_C,Canada,2024-08-21,account locked i am disappointed,32
TKT049900,Need help understanding pricing Please help urgently.,general,P3,positive,chat,enterprise,Product_C,USA,2024-12-11,need help understanding pricing please help urgently,52
TKT005608,My package has not arrived yet This is very frustrating.,delivery,P2,negative,email,free,Product_A,UK,2024-05-23,my package has not arrived yet this is very frustrating,55
TKT025790,Getting server error Not satisfied.,technical,P3,negative,chat,free,Product_A,USA,2024-05-29,getting server error not satisfied,34
TKT033294,Unable to reset my password Thank you.,technical,P3,negative,chat,pro,Product_A,UK,2024-10-16,unable to reset my password thank you,37
TKT000844,I want a refund for my order This is very frustrating.,refund,P3,neutral,phone,enterprise,Product_A,USA,2024-06-20,i want a refund for my order this is very frustrating,53
TKT012314,Requesting refund immediately This is very frustrating.,refund,P0,positive,phone,pro,Product_A,Canada,2024-05-04,requesting refund immediately this is very frustrating,54
TKT021076,Refund not processed yet Not satisfied.,refund,P3,negative,chat,enterprise,Product_C,USA,2024-03-15,refund not processed yet not satisfied,38
TKT038308,Forgot password This is very frustrating.,account,P2,negative,phone,free,Product_C,Canada,2024-12-27,forgot password this is very frustrating,40
TKT045897,Account locked Please help urgently.,account,P3,negative,chat,free,Product_B,USA,2024-10-29,account locked please help urgently,35
TKT001174,Website not loading properly Thank you.,technical,P0,neutral,phone,pro,Product_A,Canada,2024-03-21,website not loading properly thank you,38
TKT004681,Need help understanding pricing Not satisfied.,general,P1,negative,phone,free,Product_C,India,2024-03-12,need help understanding pricing not satisfied,45
TKT041312,My package has not arrived yet Very happy with support.,delivery,P1,negative,phone,free,Product_B,USA,2024-02-02,my package has not arrived yet very happy with support,54
TKT000204,How does this feature work? Please help urgently.,general,P0,positive,email,free,Product_B,Germany,2024-08-11,how does this feature work please help urgently,47
TKT016893,Refund amount incorrect I am disappointed.,refund,P0,positive,email,enterprise,Product_C,UK,2024-06-10,refund amount incorrect i am disappointed,41
TKT003423,I want a refund for my order I am disappointed.,refund,P2,negative,email,pro,Product_A,Germany,2024-03-25,i want a refund for my order i am disappointed,46
TKT029932,Account locked Very happy with support.,account,P3,negative,email,free,Product_A,Canada,2024-05-17,account locked very happy with support,38
TKT042203,Feature not working correctly I am disappointed.,technical,P2,positive,email,pro,Product_A,Germany,2024-07-17,feature not working correctly i am disappointed,47
TKT019862,My invoice amount is incorrect Kindly resolve this.,billing,P3,negative,email,enterprise,Product_B,USA,2024-05-17,my invoice amount is incorrect kindly resolve this,50
TKT017005,Need more information about product ASAP please.,general,P2,negative,email,pro,Product_A,USA,2024-12-28,need more information about product asap please,47
TKT032840,Need help understanding pricing,general,P0,negative,phone,free,Product_C,India,2024-12-20,need help understanding pricing,31
TKT042305,When will my refund arrive? ASAP please.,refund,P2,negative,phone,free,Product_C,UK,2024-09-13,when will my refund arrive asap please,38
TKT047626,How does this feature work? Kindly resolve this.,general,P2,positive,chat,enterprise,Product_C,UK,2024-08-21,how does this feature work kindly resolve this,46
TKT005137,Need more information about product Please help urgently.,general,P2,positive,chat,pro,Product_A,Canada,2024-07-21,need more information about product please help urgently,56
TKT041509,Requesting refund immediately Please help urgently.,refund,P2,neutral,phone,enterprise,Product_A,India,2024-01-19,requesting refund immediately please help urgently,50
TKT037090,My invoice amount is incorrect Kindly resolve this.,billing,P1,negative,email,enterprise,Product_A,Germany,2024-01-23,my invoice amount is incorrect kindly resolve this,50
TKT012812,Requesting refund immediately This is very frustrating.,refund,P1,negative,email,enterprise,Product_B,Canada,2024-06-12,requesting refund immediately this is very frustrating,54
TKT004228,Getting server error Please help urgently.,technical,P2,neutral,email,free,Product_C,USA,2024-12-07,getting server error please help urgently,41
TKT023045,Unable to reset my password This is very frustrating.,technical,P2,negative,email,pro,Product_C,Canada,2024-10-13,unable to reset my password this is very frustrating,52
TKT007795,My package has not arrived yet Please help urgently.,delivery,P2,neutral,email,enterprise,Product_A,Germany,2024-09-12,my package has not arrived yet please help urgently,51
TKT030309,Received wrong product Not satisfied.,delivery,P2,negative,email,free,Product_A,Canada,2024-12-12,received wrong product not satisfied,36
TKT030894,When will my refund arrive? Please help urgently.,refund,P1,positive,email,free,Product_B,Germany,2024-01-30,when will my refund arrive please help urgently,47
TKT039571,App keeps crashing when I login Not satisfied.,technical,P0,negative,phone,enterprise,Product_B,Canada,2024-03-10,app keeps crashing when i login not satisfied,45
TKT036240,Website not loading properly,technical,P0,neutral,email,pro,Product_C,India,2024-05-23,website not loading properly,28
TKT044170,My invoice amount is incorrect This is very frustrating.,billing,P2,positive,phone,pro,Product_A,Canada,2024-08-23,my invoice amount is incorrect this is very frustrating,55
TKT022271,Account locked,account,P2,neutral,phone,pro,Product_C,India,2024-09-15,account locked,14
TKT036190,App keeps crashing when I login Kindly resolve this.,technical,P2,neutral,chat,enterprise,Product_A,India,2024-07-05,app keeps crashing when i login kindly resolve this,51
TKT009667,When will my refund arrive? I am disappointed.,refund,P3,neutral,email,enterprise,Product_C,Canada,2024-12-23,when will my refund arrive i am disappointed,44
TKT005604,I want a refund for my order This is very frustrating.,refund,P2,negative,email,free,Product_B,Germany,2024-04-30,i want a refund for my order this is very frustrating,53
TKT024624,Forgot password Not satisfied.,account,P3,negative,chat,enterprise,Product_C,Canada,2024-09-03,forgot password not satisfied,29
TKT020424,General inquiry This is very frustrating.,general,P2,neutral,phone,enterprise,Product_B,Canada,2024-07-21,general inquiry this is very frustrating,40
TKT000332,My package has not arrived yet Not satisfied.,delivery,P1,negative,email,pro,Product_A,India,2024-01-31,my package has not arrived yet not satisfied,44
TKT022201,Need help understanding pricing This is very frustrating.,general,P2,negative,phone,enterprise,Product_A,Germany,2024-03-07,need help understanding pricing this is very frustrating,56
TKT028999,I was charged twice for my subscription Very happy with support.,billing,P3,positive,phone,free,Product_B,UK,2024-09-19,i was charged twice for my subscription very happy with support,63
TKT033927,Cannot login to my account,account,P3,positive,email,enterprise,Product_B,Germany,2024-03-29,cannot login to my account,26
TKT045168,Website not loading properly Very happy with support.,technical,P3,negative,chat,pro,Product_A,USA,2024-03-08,website not loading properly very happy with support,52
TKT012640,General inquiry I am disappointed.,general,P2,neutral,chat,free,Product_A,India,2024-05-16,general inquiry i am disappointed,33
TKT042180,Refund not processed yet ASAP please.,refund,P0,negative,phone,enterprise,Product_C,USA,2024-07-31,refund not processed yet asap please,36
TKT026233,Getting server error I am disappointed.,technical,P2,neutral,email,enterprise,Product_B,India,2024-02-14,getting server error i am disappointed,38
TKT032360,I want a refund for my order I am disappointed.,refund,P1,negative,phone,enterprise,Product_A,India,2024-10-05,i want a refund for my order i am disappointed,46
TKT034524,App keeps crashing when I login Not satisfied.,technical,P2,negative,phone,pro,Product_B,Germany,2024-02-04,app keeps crashing when i login not satisfied,45
TKT004035,Why was extra tax added?,billing,P2,negative,email,free,Product_A,Canada,2024-12-25,why was extra tax added,23
TKT025494,Account locked Kindly resolve this.,account,P0,positive,phone,free,Product_B,India,2024-06-06,account locked kindly resolve this,34
TKT024585,Account access issue,account,P1,neutral,email,enterprise,Product_A,UK,2024-09-30,account access issue,20
TKT014223,General inquiry Thank you.,general,P3,positive,email,pro,Product_A,Canada,2024-11-12,general inquiry thank you,25
TKT018195,Cannot login to my account I am disappointed.,account,P1,neutral,phone,free,Product_A,India,2024-02-07,cannot login to my account i am disappointed,44
TKT001158,My invoice amount is incorrect Very happy with support.,billing,P2,negative,phone,pro,Product_C,Germany,2024-08-23,my invoice amount is incorrect very happy with support,54
TKT046292,Unable to reset my password Please help urgently.,technical,P3,negative,chat,free,Product_A,UK,2024-05-28,unable to reset my password please help urgently,48
TKT016225,Requesting refund immediately Please help urgently.,refund,P3,neutral,email,free,Product_B,Germany,2024-02-07,requesting refund immediately please help urgently,50
TKT026790,Need more information about product ASAP please.,general,P2,positive,chat,pro,Product_B,Germany,2024-07-20,need more information about product asap please,47
TKT032448,I was charged twice for my subscription ASAP please.,billing,P3,negative,email,free,Product_C,USA,2024-10-31,i was charged twice for my subscription asap please,51
TKT031828,Account access issue,account,P0,negative,email,free,Product_C,UK,2024-11-02,account access issue,20
TKT036479,When will my refund arrive? I am disappointed.,refund,P1,negative,chat,pro,Product_C,India,2024-01-01,when will my refund arrive i am disappointed,44
TKT007466,My invoice amount is incorrect Not satisfied.,billing,P2,neutral,chat,pro,Product_B,India,2024-11-28,my invoice amount is incorrect not satisfied,44
TKT009461,Do you offer discounts? Thank you.,general,P0,neutral,phone,pro,Product_C,UK,2024-05-12,do you offer discounts thank you,32
TKT020937,My package has not arrived yet I am disappointed.,delivery,P3,negative,email,free,Product_B,Germany,2024-11-16,my package has not arrived yet i am disappointed,48
TKT047661,Feature not working correctly This is very frustrating.,technical,P1,negative,chat,enterprise,Product_C,Germany,2024-01-28,feature not working correctly this is very frustrating,54
TKT000696,Cannot login to my account This is very frustrating.,account,P2,negative,phone,free,Product_A,USA,2024-07-18,cannot login to my account this is very frustrating,51
TKT028575,Feature not working correctly Very happy with support.,technical,P2,neutral,email,enterprise,Product_B,USA,2024-09-23,feature not working correctly very happy with support,53
TKT015255,App keeps crashing when I login Thank you.,technical,P2,negative,chat,free,Product_C,USA,2024-06-26,app keeps crashing when i login thank you,41
TKT023750,When will my refund arrive? Not satisfied.,refund,P2,negative,chat,enterprise,Product_A,India,2024-07-28,when will my refund arrive not satisfied,40
TKT033364,Do you offer discounts? Kindly resolve this.,general,P3,neutral,email,enterprise,Product_B,USA,2024-06-11,do you offer discounts kindly resolve this,42
TKT014477,Need more information about product Not satisfied.,general,P0,neutral,chat,pro,Product_A,India,2024-11-22,need more information about product not satisfied,49
TKT032425,Need more information about product Not satisfied.,general,P3,neutral,chat,enterprise,Product_C,Canada,2024-12-31,need more information about product not satisfied,49
TKT024700,Received wrong product,delivery,P1,neutral,chat,pro,Product_B,Germany,2024-10-19,received wrong product,22
TKT009874,Billing error on last payment I am disappointed.,billing,P2,positive,phone,free,Product_A,Germany,2024-04-01,billing error on last payment i am disappointed,47
TKT004459,Package missing,delivery,P2,negative,phone,free,Product_A,India,2024-03-13,package missing,15
TKT035676,Need more information about product Thank you.,general,P3,neutral,chat,pro,Product_C,UK,2024-04-09,need more information about product thank you,45
TKT029818,Order tracking not updating,delivery,P2,negative,phone,enterprise,Product_B,Canada,2024-02-23,order tracking not updating,27
TKT013986,Unable to reset my password This is very frustrating.,technical,P3,neutral,chat,pro,Product_B,USA,2024-05-20,unable to reset my password this is very frustrating,52
TKT036652,Getting server error Thank you.,technical,P2,positive,phone,enterprise,Product_C,Canada,2024-12-10,getting server error thank you,30
TKT001383,How does this feature work?,general,P1,neutral,chat,free,Product_C,India,2024-11-20,how does this feature work,26
